sa2_code21,sa2_name21,distance_to_cbd_km
119011658,Panania (South) - Picnic Point,20.32167477931
125031484,Guildford West - Merrylands West,20.34792293358
128021538,Sutherland - Kirrawee,20.352818835319997
125041589,Wentworthville - Westmead,20.4768085812
128011603,Caringbah South,20.548511390709997
125041491,Northmead,20.65574272944
115011558,Cherrybrook,20.7020937931
125031487,Yennora Industrial,20.993480244319997
121021403,Asquith - Mount Colah,21.19978071445
128021535,Menai - Lucas Heights - Woronora,21.32311195596
127021511,Cabramatta - Lansvale,21.44279554972
125031716,South Wentworthville,21.64185691499
122021690,Mona Vale - Warriewood (North),21.714045475160002
115011290,Baulkham Hills - East,21.78787104885
127031523,Chipping Norton - Moorebank,22.00506894646
125041493,Toongabbie - Constitution Hill,22.11328780305
125041494,Winston Hills,22.131986998290003
128011605,Lilli Pilli - Port Hacking - Dolans Bay,22.232640536679998
127021513,Canley Vale - Canley Heights,22.3048108321
115011556,Castle Hill - South,22.3499987129
127021515,Fairfield,22.49252298219
127031524,Holsworthy - Wattle Grove,22.53266230673
115021297,Dural - Kenthurst - Wisemans Ferry,22.57355376323
115011554,Castle Hill - East,22.85124055165
128021537,Royal National Park,22.90986025065
125031486,Smithfield Industrial,23.02638017669
125031713,Greystanes - South,23.17580936513
128021609,Woronora Heights,23.2719985549
128021608,Loftus - Yarrawarrah,23.296404974199998
125041588,Pendle Hill - Girraween,23.30999398652
125031715,Pemulwuy - Greystanes (North),23.38506404079
115011555,Castle Hill - North,23.49587380813
127021516,Fairfield - West,23.71277114409
127021519,Smithfield - Wetherill Park,23.786725132020003
115011553,Castle Hill - Central,23.92518151888
128021607,Engadine,23.95706960099
127031601,Warwick Farm,24.081323550929998
116011307,Lalor Park - Kings Langley,24.378315043689998
122021422,Newport - Bilgola,24.38691269176
115011294,Glenhaven,24.4041750364
115011291,Baulkham Hills (West) - Bella Vista,24.506456375229998
115021298,Galston - Laughtondale,25.14310567756
116011627,Toongabbie - West,25.28865464084
121021404,Berowra - Brooklyn - Cowan,25.70721245767
127031731,Liverpool - East,25.75141035269
116011626,Seven Hills - Prospect,26.04950403104
127021512,Cabramatta West - Mount Pritchard,26.37712573636
127021521,Wetherill Park Industrial,26.400645644420003
115011557,Castle Hill - West,26.52707510578
127021517,Greenfield Park - Prairiewood,26.70528966967
116021309,Glenwood,26.82507258368
127021520,St Johns Park - Wakeley,26.90182143864
127031732,Liverpool - West,26.95170466675
122021420,Avalon - Palm Beach,27.118598569630002
115011621,Kellyville - East,27.27194951647
115011622,Kellyville - West,27.536084366449998
116031318,Prospect Reservoir,27.71878629755
127031522,Casula,27.72498502584
116011560,Blacktown - South,27.97815584311
123021439,Holsworthy Military Area,27.980534238609998
127011504,Ashcroft - Busby - Miller,28.12805474619
127021509,Bonnyrigg Heights - Bonnyrigg,28.23615850098
116011303,Blacktown (East) - Kings Park,28.28417773035
127031599,Lurnea - Cartwright,28.52973167155
127021510,Bossley Park - Abbotsbury,28.6327865356
128021533,Heathcote - Waterfall,28.65301687356
123021704,Glenfield,29.12062399353
127031733,Prestons,29.26986649253
127021514,Edensor Park,29.34895173992
115041624,North Kellyville,29.3493758031
116011561,Blacktown - West,29.911656896140002
123021706,Macquarie Fields,29.91259774374
116021633,Stanhope Gardens - Parklea,30.01290424781
115041625,Rouse Hill - Beaumont Hills,30.042151406109998
127011594,Green Valley,30.0557059539
116011304,Blacktown (North) - Marayong,30.20567804151
127021518,Horsley Park - Kemps Creek,30.22236590284
116021562,Acacia Gardens,30.55187639844
127011595,Hinchinbrook,31.042940184539997
116021563,Quakers Hill,31.34064908494
116021628,Kellyville Ridge - The Ponds,31.614801814040003
116011306,Doonside - Woodcroft,31.70578568669
127011593,Cecil Hills,31.73404294774
123021705,Ingleburn,31.892239494050003
127031730,Edmondson Park,32.04117771868
116031319,Rooty Hill - Minchinbury,32.1647199176
127011596,Hoxton Park - Carnes Hill - Horningsea Park,32.1719208098
123021703,Denham Court - Bardia,32.5687527049
116021632,Schofields - East,33.119131544620004
127011597,West Hoxton - Middleton Grange,33.24229456598
102011030,Calga - Kulnura,33.63348235761
127011505,Austral - Greendale,33.692786326050005
116021631,Schofields (West) - Colebee,34.13321993021
123021441,Leumeah - Minto Heights,34.230823125579995
116031314,Glendenning - Dean Park,34.52080279335
115041623,Box Hill - Nelson,34.82927148235
127011728,Leppington - Catherine Field,34.91110988544
123021443,Minto - St Andrews,34.99353948736
107041147,Helensburgh,35.2813029768
102011040,Umina - Booker Bay - Patonga,35.28808808074
116021630,Riverstone,35.50819466952
116031315,Hassall Grove - Plumpton,35.57647790459
116031317,Mount Druitt - Whalan,36.454119944329996
124051469,Erskine Park,36.7217079645
115041301,Pitt Town - McGraths Hill,36.79820914378
116021629,Marsden Park - Shanes Park,37.03431704174
116031313,Bidwill - Hebersham - Emerton,37.52036427731
124051580,Colyton - Oxley Park,37.66359063151
123021438,Claymore - Eagle Vale - Raby,37.763677636779995
124051470,St Clair,38.00008441974
102011029,Box Head - MacMasters Beach,38.11272125037
116031316,Lethbridge Park - Tregear,39.45389186629
123021437,Campbelltown - Woodbine,39.62286817843
124051581,St Marys - North St Marys,39.67563659573
124031463,Mulgoa - Luddenham - Orchard Hills,39.900734688229996
102011042,Woy Woy - Blackwall,40.25459340695
123021436,Bradbury - Wedderburn,40.51444384015
127011727,Gledswood Hills - Gregory Hills,40.779283753529995
127011592,Badgerys Creek,41.48473186742
124041467,Windsor - Bligh Park,41.95907757634
124031462,Kingswood - Werrington,41.99142556744
124041468,Yarramundi - Londonderry,42.39381321508
127011726,Cobbitty - Bringelly,42.675496767409996
127011729,Oran Park,43.10002474291
123011698,Currans Hill,43.33931379257999
124031457,Cambridge Park,43.66598754409
123021444,Rosemeadow - Glen Alpine,43.67094300971
124031708,Jordan Springs - Llandilo,43.821284956410004
123011701,Mount Annan,44.39243348192
123011700,Harrington Park,44.43908500694
102011038,Saratoga - Davistown,44.44538346367
102011037,Point Clare - Koolewong,44.55222582269
115031300,Kurrajong Heights - Ebenezer,44.81984540621
107041148,Thirroul - Austinmer - Coalcliff,45.48440482633
102011034,Kincumber - Picketts Valley,46.18579766971
123011699,Elderslie - Narellan,46.58875979772
102011028,Avoca Beach - Copacabana,46.63038411631
102011033,Kariong,46.64866724757
124041466,Richmond - Clarendon,46.849982992680005
123031446,Douglas Park - Appin,47.00733648139
102011031,Erina - Green Point,47.011183580179996
124031461,Jamisontown - South Penrith,47.03239526521
124031464,Penrith,47.55332276833
124031460,Glenmore Park - Regentville,47.56200233629
124031707,Cranebrook - Castlereagh,47.67496790234
123011702,Spring Farm,47.777794801780004
102011032,Gosford - Springfield,48.24604973479
107021135,Illawarra Catchment Reserve,48.60795415685
102011039,Terrigal - North Avoca,49.06005312234
124031459,Emu Plains - Leonay,50.42362110511
123011433,Camden - Ellis Lane,50.47807039896
123031448,The Oaks - Oakdale,51.27421030326
124031465,Warragamba - Silverdale,51.86297612481
102011041,Wamberal - Forresters Beach,52.17715813421
102011035,Narara,52.29320297479
115031299,Bilpin - Colo - St Albans,52.327444045049994
102011043,Wyoming,52.378445229899995
124021456,Blue Mountains - South,53.20242177926
124011450,Blaxland - Warrimoo - Lapstone,53.32813078312
124011454,Springwood - Winmalee,53.77420799322
102011036,Niagara Park - Lisarow,53.78204193169
124011451,Blue Mountains - North,56.53771275617
107041150,Woonona - Bulli - Russell Vale,56.582300463059994
102021051,Ourimbah - Fountaindale,56.92318395428
102021047,Chittaway Bay - Tumbi Umbi,57.12604061217
102021044,Bateau Bay - Killarney Vale,57.42917866017
102021053,The Entrance,60.56359969759
107041145,Corrimal - Tarrawanna - Bellambi,60.62110495464
123031447,Picton - Tahmoor - Buxton,61.52218132518
102021055,Tuggerah - Kangy Angy,61.64600927145
107041144,Balgownie - Fairy Meadow,62.72776556995
123031445,Bargo,64.62955021858
107041548,Wollongong - East,65.19013622610001
124011453,Lawson - Hazelbrook - Linden,65.19914464276
102021049,Jilliby - Yarramalong,65.55347867118999
107041146,Figtree - Keiraville,66.13284832580001
107041549,Wollongong - West,66.32811774343
102021057,Wyong,67.01496037576
102021048,Gorokan - Kanwal - Charmhaven,68.35694344883001
107011134,Unanderra - Mount Kembla,68.56591626367
102021056,Warnervale - Wadalba,69.29194841045
107011133,Port Kembla Industrial,69.34423435347
102021054,Toukley - Norah Head,71.03991384333
107011545,Berkeley - Lake Heights - Cringila,72.78872065385
107011546,Port Kembla - Warrawong,73.08395701168
107011132,Horsley - Kembla Grange,73.5589458034
107011547,Windang - Primbee,75.35700035472
102021046,Budgewoi - Buff Point - Halekulani,75.37375165488001
114021285,Hill Top - Colo Vale,75.39171323644
124011455,Wentworth Falls,75.72443578358
107011131,Dapto - Avondale,76.29752972729001
102021045,Blue Haven - San Remo,77.196696249
111021218,Morisset - Cooranbong,77.33504550276
114021289,Southern Highlands,77.4691306837
103031075,Wollangambe - Wollemi,79.34366425593
124011452,Katoomba - Leura,80.34342843108
107031143,Warilla,80.50362629154999
102021050,Lake Munmorah - Mannering Park,81.15972153477
106011109,Cessnock Surrounds,81.18457896675001
107031141,Shellharbour - Flinders,82.42645289241
107031142,Shellharbour - Oak Flats,83.08332308531
107031137,Albion Park Rail,83.51968830196
107031136,Albion Park - Macquarie Pass,85.25223715497
111011212,Swansea - Caves Beach,85.5494969961
124011449,Blackheath - Megalong Valley,85.60133826689
102021052,Summerland Point - Gwandalan,86.22637066549
114021288,Robertson - Fitzroy Falls,86.36992286725
114021286,Mittagong,87.42402856065999
111021216,Bonnells Bay - Silverwater,87.9370947671
107031139,Kiama Downs - Minnamurra,88.83651977887
107031140,Kiama Hinterland - Gerringong,89.77768859242
103031071,Lithgow Surrounds,91.02863731221001
107031138,Kiama,92.62490965542
111021220,Wangi Wangi - Rathmines,92.6880955637
103011061,Oberon,94.36604220133
114021284,Bowral,95.36306303850999
111021219,Toronto - Awaba,95.96393220811
111011207,Belmont South - Blacksmiths,95.99801903241999
114011272,Berry - Kangaroo Valley,97.81125788648
106011113,Singleton Surrounds,99.17176777582999
114021287,Moss Vale - Berrima,99.62989731645001
111011206,Belmont - Bennetts Green,100.47075992133999
111011213,Valentine - Eleebana,101.47351929649001
111021221,West Wallsend - Barnsley - Killingworth,102.25865625022999
111021215,Bolton Point - Teralba,102.88209747116
103031070,Lithgow,102.99011531628
111011211,Redhead,104.66675744034
111011210,Mount Hutton - Windale,104.96669575976999
111011214,Warners Bay - Boolaroo,106.33313302439
111011208,Charlestown - Dudley,106.70237164683
111011209,Glendale - Cardiff - Hillsborough,107.93642371589
111021217,Edgeworth - Cameron Park,110.23103851255
111031222,Adamstown - Kotara,110.91119121189001
101051540,Goulburn Surrounds,111.03897064566999
106011108,Cessnock,111.30545276309
111031225,Lambton - New Lambton,112.04653572660001
111031228,Merewether - The Junction,112.05847477801
111031233,Wallsend - Elermore Vale,113.02880401068
111031224,Hamilton - Broadmeadow,114.41652717451001
111031226,Maryland - Fletcher - Minmi,114.49467970894001
106011107,Branxton - Greta - Pokolbin,114.62772896851
106011111,Kurri Kurri - Abermain,114.64560742597999
111031229,Newcastle - Cooks Hill,115.08742378302
114011277,North Nowra - Bomaderry,115.42629289113
111031231,Shortland - Jesmond,116.07467429596
111031234,Waratah - North Lambton,116.13307520861
111031235,Wickham - Carrington - Tighes Hill,116.87882742933
111031230,Newcastle Port - Kooragang,117.27092911506
114011274,Culburra Beach,117.59462641776
111031227,Mayfield - Warabrook,117.59721496604
111031232,Stockton - Fullerton Cove,118.28289077295001
111031223,Beresfield - Hexham,118.29214924846
114011278,Nowra,120.6680075319
114011275,Ettrema - Sassafras - Budawang,121.56860580862
106021114,Maitland,122.49339235221
106021618,Thornton - Millers Forest,123.63100480709
106031122,Raymond Terrace,123.86450465566999
114011281,Tomerong - Wandandian - Woollamia,124.29095336179999
114011273,Callala Bay - Currarong,124.55186617064
106021614,East Maitland - Metford,124.71302640375
106021616,Rutherford (South) - Telarah,125.64838437144
103011060,Bathurst Surrounds,126.85742804193
106021615,Rutherford (North) - Aberglasslyn,127.05177673863
106031125,Williamtown - Medowie - Karuah,127.78491900142
106021617,Tenambit - East Maitland,128.72634701648
106021116,Maitland - North,130.37048785461
106031123,Seaham - Woodville,132.40103823267
106011112,Singleton,133.90895664459
103031073,Mudgee Surrounds - East,135.23385360999
106031119,Anna Bay,136.30906089217
114011276,Huskisson - Vincentia,137.16901413649
106041127,Muswellbrook Surrounds,137.39802275493
106031120,Lemon Tree Passage - Tanilba Bay,137.71994917283
114011279,St Georges Basin - Erowal Bay,140.76029540167002
106011110,Dungog,141.94484723155
901031003,Jervis Bay,143.49623847186
106031121,Nelson Bay Peninsula,147.17088419680002
114011280,Sussex Inlet - Berrara,148.80903597954
103011059,Bathurst - East,150.18603380263
108011151,Bulahdelah - Stroud,152.03936732337002
106031124,Tea Gardens - Hawks Nest,152.10898181254998
114011283,Ulladulla Surrounds,152.86382438545
103011612,Bathurst - South,153.13512465321
103011613,Bathurst - West,158.99599470742
101051539,Goulburn,161.17092896203002
106041126,Muswellbrook,163.0751663586
101021007,Braidwood,164.67322046268998
103041076,Blayney,168.03694290363
114011282,Ulladulla,171.96038650175
103031074,Mudgee Surrounds - West,172.33755824634
103041079,Orange Surrounds,177.163579729
106041129,Scone Surrounds,178.37557481156003
101021611,Queanbeyan Surrounds,188.80482545825998
103021064,Cowra Surrounds,191.72737350999
103041078,Orange - North,194.62820294188998
108011153,Forster-Tuncurry Surrounds,195.12504155329
106041128,Scone,195.74197495619998
103031072,Mudgee,196.08044555747
101061544,Young Surrounds,196.88695642758998
108051167,Gloucester,197.91505989367
101061542,Yass Surrounds,199.88554868211
103041077,Orange,200.02303768285
101041024,Eurobodalla Hinterland,200.25524603037002
105031106,Wellington,206.30727491913
108051170,Taree Surrounds,210.81167988347
108011152,Forster,213.54697452434002
101041017,Batemans Bay,218.72052186936
108011154,Tuncurry,221.72424085199998
103021063,Cowra,224.82759414371
101041018,Batemans Bay - South,224.82907134009002
101061541,Yass,228.64651905785
110041201,Quirindi,229.87731177388
801031032,Kowen,229.99105857606
108051168,Old Bar - Manning Point - Red Head,231.67921798092
801041116,Gungahlin - East,234.40178404623
101041021,Broulee - Tomakin,234.52753167529
801031115,Majura,234.61151704844
801041117,Gungahlin - West,234.68576903093998
801041035,Bonner,235.75515433361
801041038,Forde,236.04833373684
801041118,Jacka,236.43162689524002
801041122,Throsby,237.47916728059
108051169,Taree,237.66894563632
801041119,Kenny,237.85555725912
801041121,Taylor,237.95877278082
801041044,Harrison,238.09033085706
801041040,Gungahlin,238.14388780275
801041034,Amaroo,238.25564935407
101041022,Deua - Wadbilliga,238.39305217057
801041120,Moncrieff,238.49857839378998
801041039,Franklin,238.81832103852
801051061,Watson,239.51288220607998
801041046,Ngunnawal,239.74941630197
801041036,Casey,239.99553413442
801041045,Mitchell,240.37014336689
801041048,Palmerston,240.75270789177
101021010,Queanbeyan - East,240.77765424678
801041047,Nicholls,240.88492223585
801051056,Hackett,241.05520336339
108051171,Wingham,241.55749358279
101041026,Moruya - Tuross Head,241.59230623621
801051057,Lyneham,241.60354401232
801031114,Canberra Airport,241.9195801134
801041037,Crace,242.08177086888
801051055,Downer,242.3810024745
801051054,Dickson,242.50830200473
801051050,Ainslie,242.52128931904
801041043,Hall,242.73118812267
801011016,Kaleen,243.15561669704002
801011011,Giralang,243.22588896318
801031113,Canberra East,243.50746378146002
101021009,Queanbeyan,243.63694053026998
801011012,Gooromon,243.67486182203
801051124,Campbell,244.40099533802
801051125,Duntroon,244.41058088841
801011018,Lawson,244.64683705322
801051051,Braddon,244.73985422012998
101021008,Karabar,244.87225573843
801051058,O'Connor (ACT),244.87942329812998
801061130,Fyshwick,244.93795584283998
801011007,Evatt,244.95852984412
110041205,Tamworth Surrounds,244.98849892509
801051060,Turner,244.99125756034
801011021,McKellar,245.07077588755
801011025,Spence,245.13778976555
105031099,Coonabarabran,245.13835431079
801011003,Bruce,245.15151490790998
801051127,Reid,245.27003614421
101021012,Queanbeyan West - Jerrabomberra,245.55716626881
801011010,Fraser,245.64315380428002
801051053,Civic,245.97350134982
801051128,Russell,246.00405823863
801011022,Melba,246.08344709426999
801051126,Parkes (ACT) - North,246.21185082514
801051049,Acton,246.51416481502
801061066,Lake Burley Griffin,246.6174516067
801011009,Flynn (ACT),246.65979065484
801051123,Black Mountain,246.67076505825
801011002,Belconnen,246.72924392253
801061131,Kingston (ACT),247.09473261353
801011004,Charnwood,247.11890315036
801061068,Parkes (ACT) - South,247.26127386644
801011006,Dunlop,247.30660877805
801061129,Barton,247.35422446993
801011008,Florey,247.40943646672002
801061070,Yarralumla,247.74005789459
801011001,Aranda,247.82784067685
801061067,Narrabundah,247.83701910488
801061064,Griffith (ACT),247.853041347
103021065,Forbes,248.00412782388
801011020,Macquarie,248.36163996701998
801011017,Latham,248.50668156351998
101021610,Googong,248.53855167668002
801011111,Molonglo Corridor,248.59255711851
801061063,Forrest,248.60908710860002
801031031,Hume,248.61425817786
801011005,Cook,248.65931217029
801011023,Page,248.68296021434
801011019,Macgregor (ACT),248.93267530582
103021066,Grenfell,248.99834848112
801011024,Scullin,249.07478149729002
801061062,Deakin,249.29876506234
801011026,Weetangera,249.32800528222
801011144,West Belconnen,249.52849124935
801101134,Arboretum,249.6389451986
801061069,Red Hill (ACT),249.71231496175
801011014,Higgins,249.83217548117
801011015,Holt,249.87443865966
801011013,Hawker,250.02754643714
801101145,Molonglo - East,250.08244085094998
801091102,Garran,251.04364768378
103021068,Parkes Surrounds,251.25461865819
801101146,Whitlam,251.40785365142
801091100,Curtin,251.48050140119
801091107,O'Malley,251.67576481753
110011189,Walcha,251.75542273368
801091103,Hughes,251.84333814604003
801081133,Scrivener,251.91556642007
801011143,Strathnairn,252.17387858379
801011142,Macnamara,252.23694690777
801091104,Isaacs,252.75780692755
801091109,Phillip,253.1869713151
801071085,Mount Taylor,253.30806489657
801101137,Molonglo,253.36573296446002
801101136,Denman Prospect,253.38380952194998
801081098,Weston,253.64059175581
801091106,Mawson,253.83734358632
801091105,Lyons (ACT),253.83861370151
801111140,ACT - South West,254.02640096571
801091101,Farrer,254.23012409512
801071089,Tuggeranong,254.2926915607
105031103,Dubbo Surrounds,254.40339783189
801101135,Coombs,254.40942447679998
801071077,Gilmore,254.43259783247
801091099,Chifley,254.55997955315001
801071083,Macarthur,254.60913382676
801091108,Pearce,254.62333551924002
101061543,Young,254.77116320117003
801071076,Fadden,254.99427581105
801091110,Torrens,255.06364076465
801081094,Holder,255.14462021694
801101139,Wright,255.54564745454002
801081097,Waramanga,255.54746918162
801081092,Duffy,255.72679643640998
801071074,Chisholm,255.93010727680002
801081096,Stirling,256.21128558326
801071090,Wanniassa,256.21518444709
801081093,Fisher,256.34091078559
801071079,Gowrie (ACT),256.42186209822
801071082,Kambah,256.44655497803
801081095,Rivett,256.58640198282
801071087,Richardson,257.24886466666
801071084,Monash,257.43895228115
801081091,Chapman,257.50409086658
801071088,Theodore,258.05488223874
801071073,Calwell,258.07657945099
801071081,Isabella Plains,258.39052708834
801071080,Greenway,258.76661275685
801071086,Oxley (ACT),258.76935659617
801071132,Tuggeranong - West,259.43841368083
801071075,Conder,259.69851897206996
801071072,Bonython,260.21489691628
801071078,Gordon (ACT),260.44779662531
801071071,Banks,261.57620451833
801111141,Namadgi,262.78977956008
